id,user_id,query,results_count,clicked_product_id,search_type,created_at
374992de-6e67-4034-a77e-c6725d4d57fd,286f2e59-4f57-4f0f-8385-fa2be4b3d4ed,cooking oil heart healthy,71,,keyword,2026-01-22 17:57:36.910406
8c3fc432-9630-4549-8480-a7f99f6c44a5,7b0d731d-bcbd-4818-b8f8-f0b7f187cf12,best laptop under 50000,67,7b3e7d1f-a082-42bd-ac4f-43162d8eede4,keyword,2025-12-26 11:59:36.910422
b6c18ca6-173f-471f-8ea0-e89629daf4b3,652940ec-6346-4d45-8898-0e19fea95f02,dumbbells home gym set,15,0751524c-def6-4875-b0bb-b12d48d067a1,semantic,2026-05-17 21:53:36.910438
63350750-7414-4335-9f97-f4128f91c1c8,8d203fda-fc4e-4123-a3e5-8bf854a9c1ae,yoga mat non slip thick,61,e76fb4ca-52a0-4556-927a-bed237a33aaf,semantic,2026-04-20 15:39:36.910455
1a39d6bd-6c9d-4487-a845-9b5581d199c7,bb78a453-a87e-410c-8e1f-50c36049a63d,anti-dandruff shampoo,70,,semantic,2025-12-23 08:04:36.910471
4e76c45c-6b36-4f45-b395-4cbf7a9ccbcf,3eb52982-031e-477b-9915-e65a94089267,water purifier RO UV,59,,keyword,2026-02-11 08:47:36.910487
b0de56b1-7dbe-4bfa-876a-6d911b17d6a7,156c5b63-2c8e-4c5d-a85f-111663f89e02,iPhone 15 latest model,70,d4c917ee-1169-4fe9-9b25-8c7f790d6286,keyword,2026-05-26 13:44:36.910504
98c63f46-92e3-48ce-8b0f-0b32524f5ce7,76851474-75c3-4d2d-b798-1bbeb68868c3,dumbbells home gym set,60,c712b574-b56b-4bc3-a03c-e8fcf72b7b57,keyword,2026-04-29 06:28:36.910520
7cfa18e2-bdf9-4d6c-b411-363b87a3c8f3,335f7461-e88e-41f2-a6c6-4f24d407e548,dumbbells home gym set,8,e08b7498-fb92-41e7-b67a-8650aff476c9,keyword,2026-01-12 15:05:36.910536
ea866406-5610-4c18-8252-7bb337dd1dc3,d1fb382b-0948-4a79-ad8e-68e0d4c34d9e,lightweight laptop for college,65,82d23131-b47c-4399-acda-dad48cd114e6,keyword,2025-07-13 06:09:36.910552
2faaa222-87fb-4b8a-923e-946fd63bdd29,801d036e-e8a2-4a80-a6cd-db162b398d2d,cooking oil heart healthy,18,4c031339-25ff-46c8-9f7b-cd485857508f,keyword,2026-06-05 09:46:36.910571
92547821-992b-42c2-ad67-f77bb22f022b,01b37725-3667-4bcd-88b1-d1b3c59a18e1,sunscreen SPF 50 no white cast,68,f669f691-a267-48bb-9348-4c1c604c8215,keyword,2026-06-08 01:55:36.910587
a26ab8ef-da25-4c90-9e7a-1a6bbde06c9b,39e19a55-3e23-4c22-817a-1a3b4c52cf9e,mens formal shirt office wear,19,,semantic,2026-03-17 22:29:36.910603
4e911d36-4361-424e-8bc1-235f57f765ea,a658b506-6c24-4adf-81ae-713200299bd0,best laptop under 50000,1,,keyword,2026-01-16 06:49:36.910618
2a30e7ef-249a-4c4c-a414-7fa7dd27a423,180522ca-379c-4c7b-a9c9-71f69ac17ce4,budget smartphone 5G under 20000,1,,semantic,2026-05-12 18:44:36.910634
f2b67511-8a75-4f0d-a5d2-54c98e44a20d,,sunscreen SPF 50 no white cast,72,,keyword,2025-09-16 03:27:36.910649
97c65cb1-1e04-4074-9ddd-5d5cc2d887e7,e3bc13e9-2191-486e-8ffd-2b8681df493e,pressure cooker 5 litre,19,4e962b82-0d88-4852-b1db-510b27e572fa,keyword,2026-02-14 22:44:36.910664
a8f9fcd9-97d7-4587-9bd6-c3ef51a23bda,,iPhone 15 latest model,27,,keyword,2025-08-09 14:57:36.910679
0fbdd5b1-226f-46eb-879b-13fe75d70d8f,,anti-dandruff shampoo,0,,keyword,2025-11-07 05:03:36.910695
8b02c7e1-860b-424f-aeed-207ecab4c8b4,,air fryer low oil cooking,39,,semantic,2025-10-14 12:34:36.910710
d598a274-9711-40bd-bc9c-327985dcd957,167bafd1-897b-468e-9c22-3192648d52e2,lightweight laptop for college,0,,keyword,2025-12-02 23:52:36.910726
27ac2f72-13b1-45a4-b18c-b7741273593d,,whey protein chocolate flavour,31,a435e9e7-2da2-4476-8629-b46160c6b06c,keyword,2025-12-05 02:56:36.910741
ed531ac6-f1de-4e76-8502-1603720d1638,f7ff4f55-fad6-4a47-98af-d187980f16d0,dumbbells home gym set,15,,keyword,2026-03-01 17:00:36.910756
68980cde-c3f2-4e52-9640-69e8731eaab4,cb40125d-341e-439e-b122-3a5da01cfa40,pressure cooker 5 litre,80,,keyword,2025-11-11 20:27:36.910772
3c64142d-572b-4442-8fc6-c8d3ec149a15,2052f397-a5c8-4f6e-a17b-2a67ca55259f,pressure cooker 5 litre,15,b03718ce-65be-4f27-a6f7-7282b146e54a,keyword,2026-03-09 16:19:36.910787
3858b7b4-ce9b-46be-8d76-9b38ed068fbe,c0abd83e-39c5-4b81-b665-67d994a279c5,baby toys 1 year old,45,85c2a4ac-8640-4017-81d7-1b12ef03dce2,semantic,2026-01-09 13:34:36.910803
d4203aeb-3934-434e-801d-18c678bfae19,7ece4def-503e-4e7c-889a-1741c1dada18,mixer grinder 750 watt,68,,semantic,2025-09-20 14:45:36.910820
148bb19c-9e5b-4edb-aa16-a5021a6e211f,700a8a9c-9ed4-45a3-97de-ab92da5394e1,gaming laptop RTX graphics,27,9c10d54e-c5af-4627-9607-ccc0f2a224e6,semantic,2026-01-20 10:23:36.910835
cb6e60b6-3542-4307-80a6-4492eb3da568,779106d5-52dc-4df2-8804-893e7bff55aa,bluetooth speaker waterproof outdoor,1,,keyword,2026-01-12 20:41:36.910851
08e25eb7-28c8-48d0-98de-b01cdeba6d0d,41b668a8-5584-43fc-b429-db0080261858,women ethnic kurta cotton,27,eb262fb4-e214-40b5-a357-3bc4b00f1299,keyword,2026-01-25 11:15:36.910866
b9830e46-72ec-46d7-a630-785444a6890d,,gaming laptop RTX graphics,14,,keyword,2025-10-01 02:24:36.910881
5b588768-97a8-4df0-a576-1639a7c48d96,4513ef6f-bfd8-4cb5-9d3a-9c5047d97101,Amazon Echo smart speaker,39,,keyword,2026-06-16 17:18:36.910896
19238a0a-30e9-4a8a-8f5d-2baa5970bd98,,yoga mat non slip thick,29,,keyword,2026-01-20 07:04:36.910911
9097dbf3-abcc-42b5-af12-b6d89ab3c67b,5c102e63-45e3-4377-b2e1-8bf276ea3bae,running shoes for men,55,2cdde19e-535b-4fb5-b7bf-9456236932e1,keyword,2026-01-19 02:15:36.910927
02859761-2c4a-4297-9237-3e899535c302,3d0f99b8-ffaf-4733-bcc2-7c54cfa2e50c,lightweight laptop for college,46,d957c8f6-928c-42e3-87b3-532d2f223b81,semantic,2025-08-26 23:46:36.910942
64be7d26-e85a-4aeb-906b-e6ae5a042ae1,aab228b7-9125-4882-bb5b-21949a4041fe,iPhone 15 latest model,15,3df2db03-c592-4458-a132-67ce4a7cf8c9,keyword,2025-07-04 19:18:36.910958
7414752a-c3c6-430f-869e-4b77581fe4ca,26e0e0c9-c5d9-4d67-8ccd-0260a8bf6449,bluetooth speaker waterproof outdoor,26,,keyword,2025-11-01 23:30:36.910973
b128674b-4689-4907-ae11-ba3e1794e18d,861c9fd5-0502-4cc1-88d9-f324ff335da4,budget smartphone 5G under 20000,27,2ebf1da6-58f7-4a6e-8f15-609edd5ab487,semantic,2026-05-21 23:30:36.910989
64fab630-bfe1-4b51-bc46-5f139c45a9ea,7acc0e8f-d43b-4c66-ad28-fb20f209eab5,bluetooth speaker waterproof outdoor,5,,keyword,2026-03-13 07:46:36.911004
2cba0b1d-e6ec-44e4-b0dc-30b8562b377a,700a8a9c-9ed4-45a3-97de-ab92da5394e1,budget smartphone 5G under 20000,42,a36b892a-5476-4a55-8066-e8b82913878e,semantic,2025-07-25 12:47:36.911019
97edb356-8ff0-4f6e-a2b6-e4aabab83d60,7bfa0d7e-73e8-4fb8-8e8d-1c6b7049136b,Samsung TV 55 inch 4K,50,a4cdaf4d-24d2-44a8-bf03-b8a5750d0426,keyword,2025-11-13 00:10:36.911087
810ba938-67d7-4438-8363-92f85bdfa99c,503fee1a-6876-41b2-9ac9-3b0bea36a428,mechanical keyboard gaming,9,,keyword,2025-06-30 11:09:36.911121
3bc554e8-87d2-4721-abda-0b894cea0bc1,2e84ff2d-812e-4539-aef6-ba721f3e8dc6,skincare routine dry skin,21,66fb97c3-9c22-4fbb-8f3c-c4924daba4f3,keyword,2026-03-10 21:21:36.911144
5b3761f2-cdee-4a79-a04c-25262282ef76,,mechanical keyboard gaming,73,1322c5b0-928a-4625-85e2-e966ebe114f0,semantic,2026-03-31 13:21:36.911163
d4033efb-8bc1-47b3-8e3a-a1ba21362583,765c784f-5273-4e0e-8b41-de57a4cb0e2c,wireless headphones with noise cancellation,64,7b4083df-0c0c-42d3-99ab-225ee981bc9e,keyword,2025-12-03 01:39:36.911182
6d63033a-e2d1-4a75-9cde-62e4c1bee78c,517a71be-1ffd-4aee-80c9-87d271fa37c7,water purifier RO UV,74,,keyword,2026-04-20 15:30:36.911200
518de97a-b3df-41c4-a973-3cf48b6375c8,35ad36f0-b3ee-4c62-96e0-f85441432c3e,Samsung TV 55 inch 4K,23,4fde861a-a38d-4ed3-a38a-800b880ba310,keyword,2026-03-03 08:30:36.911219
6ba99ca5-45d8-406f-99d4-a7fe22a500c5,57af8721-d056-4e8f-8d07-e27e29c4023c,mechanical keyboard gaming,62,24dfe7d5-9209-42ba-a534-db2dd7b3afa0,keyword,2025-10-29 10:45:36.911236
dcb3d368-8ac2-45d3-87dd-d3ffd6c0cb6f,,skincare routine dry skin,43,e513f45a-baca-42c1-8a1b-1620d2efd943,semantic,2025-06-20 04:40:36.911253
b0fb5899-2f1a-4c9f-828d-edc53352c0df,bb4798d2-33d1-487c-829d-22b38c7ebaf4,lightweight laptop for college,31,e542a32c-81f9-4569-90a8-b4d37322212d,semantic,2025-07-27 12:11:36.911270
73eb226d-e716-4e32-ad60-ccaa2df0b78c,38f94c10-6cb7-4728-8691-49eb6bf44d62,tablet for kids education,8,,keyword,2026-04-28 21:17:36.911287
78c125bb-4fbe-4b4e-af8a-7e384a9be70f,,anti-dandruff shampoo,20,1b4a52bb-b624-40f6-997f-d9f0f3705398,keyword,2026-01-26 04:17:36.911304
a30cc054-f8a5-4ddb-9142-ffcb8a8ee999,531e274b-5c7f-409d-ae37-1f2f5de50cfe,running shoes for men,44,,semantic,2025-08-26 11:04:36.911320
b4490cd1-faa0-49a9-98a3-cf07d236a8e9,77ba7318-f885-4fc8-8d80-b916cd290a2b,skincare routine dry skin,30,,keyword,2025-10-03 12:51:36.911336
bf4ff583-786e-4728-92f2-ce6627b2214f,a1c86d21-593b-4ee6-9bd0-5df31a9f02ea,yoga mat non slip thick,58,,semantic,2025-10-18 14:32:36.911353
7f83de1e-7616-4920-885e-d5d1ebbaf72a,87df62b3-7e4d-4dd6-8203-8aa1ee844a82,mens formal shirt office wear,50,,semantic,2025-12-31 09:56:36.911369
80f6cb70-8aa8-4c76-b44e-d22e726a7838,711eabda-f0d7-485d-95fd-f1da5e2e31c2,iPhone 15 latest model,13,e343d62e-bdb1-4185-af94-6b59f90ace50,keyword,2025-07-15 22:27:36.911386
d966176b-8064-4495-bcd4-4dc15f07d3d1,1d6447c1-d389-46c1-9a68-11b606f5716c,mens formal shirt office wear,36,,keyword,2025-10-30 18:04:36.911402
eb396fd8-0306-4cf1-bcc4-d6c65522727d,,iPhone 15 latest model,18,,keyword,2026-01-11 19:24:36.911418
