id,name,category,subcategory,brand,price,discount_pct,inventory_count,rating_avg,rating_count,tags,specifications,description
2ad471da-0e38-45ff-9c93-36a066b49fec,Apple MacBook Air M1 16GB 1TB SSD Midnight,Electronics,Laptop,Apple,84000.0,30.0,229,0.0,0,"[""macOS"", ""Apple"", ""laptop"", ""ultrabook"", ""m1""]","{""Chip"": ""M1"", ""RAM"": ""16GB"", ""Storage"": ""1TB SSD"", ""Display"": ""Liquid Retina"", ""Battery"": ""18-22 hr"", ""Color"": ""Midnight""}","The Apple MacBook Air powered by the M1 chip delivers extraordinary performance with 16GB unified memory and 1TB SSD. Ideal for students, developers, and creative professionals who demand speed."
1298329e-0133-4e55-9f25-c24dce59fc9a,Apple MacBook Air M1 32GB 1TB SSD Space Gray,Electronics,Laptop,Apple,99000.0,5.0,30,0.0,0,"[""macOS"", ""Apple"", ""laptop"", ""ultrabook"", ""m1""]","{""Chip"": ""M1"", ""RAM"": ""32GB"", ""Storage"": ""1TB SSD"", ""Display"": ""Liquid Retina"", ""Battery"": ""18-22 hr"", ""Color"": ""Space Gray""}","The Apple MacBook Air powered by the M1 chip delivers extraordinary performance with 32GB unified memory and 1TB SSD. Ideal for students, developers, and creative professionals who demand speed."
7743514a-f28c-46df-ba2b-c8b2a64542aa,Apple MacBook Air M1 32GB 1TB SSD Silver,Electronics,Laptop,Apple,99000.0,5.0,102,0.0,0,"[""macOS"", ""Apple"", ""laptop"", ""ultrabook"", ""m1""]","{""Chip"": ""M1"", ""RAM"": ""32GB"", ""Storage"": ""1TB SSD"", ""Display"": ""Liquid Retina"", ""Battery"": ""18-22 hr"", ""Color"": ""Silver""}","The Apple MacBook Air powered by the M1 chip delivers extraordinary performance with 32GB unified memory and 1TB SSD. Ideal for students, developers, and creative professionals who demand speed."
b3e2c0a8-9135-458d-9be7-2b8af5288318,Apple MacBook Air M1 32GB 1TB SSD Midnight,Electronics,Laptop,Apple,99000.0,30.0,256,0.0,0,"[""macOS"", ""Apple"", ""laptop"", ""ultrabook"", ""m1""]","{""Chip"": ""M1"", ""RAM"": ""32GB"", ""Storage"": ""1TB SSD"", ""Display"": ""Liquid Retina"", ""Battery"": ""18-22 hr"", ""Color"": ""Midnight""}","The Apple MacBook Air powered by the M1 chip delivers extraordinary performance with 32GB unified memory and 1TB SSD. Ideal for students, developers, and creative professionals who demand speed."
536b6fdf-feae-4ab6-b27b-8c2d84da026e,Apple MacBook Air M2 8GB 256GB SSD Space Gray,Electronics,Laptop,Apple,80000.0,15.0,170,0.0,0,"[""macOS"", ""Apple"", ""laptop"", ""ultrabook"", ""m2""]","{""Chip"": ""M2"", ""RAM"": ""8GB"", ""Storage"": ""256GB SSD"", ""Display"": ""Liquid Retina"", ""Battery"": ""18-22 hr"", ""Color"": ""Space Gray""}","The Apple MacBook Air powered by the M2 chip delivers extraordinary performance with 8GB unified memory and 256GB SSD. Ideal for students, developers, and creative professionals who demand speed."
f994a05d-b431-490c-8642-e727e04069db,Apple MacBook Air M2 8GB 256GB SSD Silver,Electronics,Laptop,Apple,80000.0,5.0,66,0.0,0,"[""macOS"", ""Apple"", ""laptop"", ""ultrabook"", ""m2""]","{""Chip"": ""M2"", ""RAM"": ""8GB"", ""Storage"": ""256GB SSD"", ""Display"": ""Liquid Retina"", ""Battery"": ""18-22 hr"", ""Color"": ""Silver""}","The Apple MacBook Air powered by the M2 chip delivers extraordinary performance with 8GB unified memory and 256GB SSD. Ideal for students, developers, and creative professionals who demand speed."
96cd51b9-8761-4c2b-a982-69eabca6ace3,Apple MacBook Air M2 8GB 256GB SSD Midnight,Electronics,Laptop,Apple,80000.0,25.0,36,0.0,0,"[""macOS"", ""Apple"", ""laptop"", ""ultrabook"", ""m2""]","{""Chip"": ""M2"", ""RAM"": ""8GB"", ""Storage"": ""256GB SSD"", ""Display"": ""Liquid Retina"", ""Battery"": ""18-22 hr"", ""Color"": ""Midnight""}","The Apple MacBook Air powered by the M2 chip delivers extraordinary performance with 8GB unified memory and 256GB SSD. Ideal for students, developers, and creative professionals who demand speed."
5d8fcace-b501-4a07-ae95-561342859afd,Apple MacBook Air M2 8GB 512GB SSD Space Gray,Electronics,Laptop,Apple,89600.0,30.0,33,0.0,0,"[""macOS"", ""Apple"", ""laptop"", ""ultrabook"", ""m2""]","{""Chip"": ""M2"", ""RAM"": ""8GB"", ""Storage"": ""512GB SSD"", ""Display"": ""Liquid Retina"", ""Battery"": ""18-22 hr"", ""Color"": ""Space Gray""}","The Apple MacBook Air powered by the M2 chip delivers extraordinary performance with 8GB unified memory and 512GB SSD. Ideal for students, developers, and creative professionals who demand speed."
a4986dbe-f901-4667-b050-42c2f099069f,Apple MacBook Air M2 8GB 512GB SSD Silver,Electronics,Laptop,Apple,89600.0,30.0,271,0.0,0,"[""macOS"", ""Apple"", ""laptop"", ""ultrabook"", ""m2""]","{""Chip"": ""M2"", ""RAM"": ""8GB"", ""Storage"": ""512GB SSD"", ""Display"": ""Liquid Retina"", ""Battery"": ""18-22 hr"", ""Color"": ""Silver""}","The Apple MacBook Air powered by the M2 chip delivers extraordinary performance with 8GB unified memory and 512GB SSD. Ideal for students, developers, and creative professionals who demand speed."
52c190a0-a356-456b-aba7-146a80688130,Apple MacBook Air M2 8GB 512GB SSD Midnight,Electronics,Laptop,Apple,89600.0,30.0,236,0.0,0,"[""macOS"", ""Apple"", ""laptop"", ""ultrabook"", ""m2""]","{""Chip"": ""M2"", ""RAM"": ""8GB"", ""Storage"": ""512GB SSD"", ""Display"": ""Liquid Retina"", ""Battery"": ""18-22 hr"", ""Color"": ""Midnight""}","The Apple MacBook Air powered by the M2 chip delivers extraordinary performance with 8GB unified memory and 512GB SSD. Ideal for students, developers, and creative professionals who demand speed."
02efcfe8-494c-40a6-9e10-aeb2b73dc89c,Apple MacBook Air M2 16GB 512GB SSD Space Gray,Electronics,Laptop,Apple,100000.0,30.0,98,0.0,0,"[""macOS"", ""Apple"", ""laptop"", ""ultrabook"", ""m2""]","{""Chip"": ""M2"", ""RAM"": ""16GB"", ""Storage"": ""512GB SSD"", ""Display"": ""Liquid Retina"", ""Battery"": ""18-22 hr"", ""Color"": ""Space Gray""}","The Apple MacBook Air powered by the M2 chip delivers extraordinary performance with 16GB unified memory and 512GB SSD. Ideal for students, developers, and creative professionals who demand speed."
87bc77ad-681b-4eb3-9ab4-99b2ffa7e837,Apple MacBook Air M2 16GB 512GB SSD Silver,Electronics,Laptop,Apple,100000.0,25.0,127,0.0,0,"[""macOS"", ""Apple"", ""laptop"", ""ultrabook"", ""m2""]","{""Chip"": ""M2"", ""RAM"": ""16GB"", ""Storage"": ""512GB SSD"", ""Display"": ""Liquid Retina"", ""Battery"": ""18-22 hr"", ""Color"": ""Silver""}","The Apple MacBook Air powered by the M2 chip delivers extraordinary performance with 16GB unified memory and 512GB SSD. Ideal for students, developers, and creative professionals who demand speed."
407dfd37-9f9d-47ce-9c3c-3242ffac6302,Apple MacBook Air M2 16GB 512GB SSD Midnight,Electronics,Laptop,Apple,100000.0,10.0,144,0.0,0,"[""macOS"", ""Apple"", ""laptop"", ""ultrabook"", ""m2""]","{""Chip"": ""M2"", ""RAM"": ""16GB"", ""Storage"": ""512GB SSD"", ""Display"": ""Liquid Retina"", ""Battery"": ""18-22 hr"", ""Color"": ""Midnight""}","The Apple MacBook Air powered by the M2 chip delivers extraordinary performance with 16GB unified memory and 512GB SSD. Ideal for students, developers, and creative professionals who demand speed."
26132592-1eec-4acc-8b41-ed7cef037445,Apple MacBook Air M2 16GB 1TB SSD Space Gray,Electronics,Laptop,Apple,112000.0,25.0,155,0.0,0,"[""macOS"", ""Apple"", ""laptop"", ""ultrabook"", ""m2""]","{""Chip"": ""M2"", ""RAM"": ""16GB"", ""Storage"": ""1TB SSD"", ""Display"": ""Liquid Retina"", ""Battery"": ""18-22 hr"", ""Color"": ""Space Gray""}","The Apple MacBook Air powered by the M2 chip delivers extraordinary performance with 16GB unified memory and 1TB SSD. Ideal for students, developers, and creative professionals who demand speed."
a011aef8-0809-4ec6-b3fe-63ef0f7bf0fd,Apple MacBook Air M2 16GB 1TB SSD Silver,Electronics,Laptop,Apple,112000.0,5.0,188,0.0,0,"[""macOS"", ""Apple"", ""laptop"", ""ultrabook"", ""m2""]","{""Chip"": ""M2"", ""RAM"": ""16GB"", ""Storage"": ""1TB SSD"", ""Display"": ""Liquid Retina"", ""Battery"": ""18-22 hr"", ""Color"": ""Silver""}","The Apple MacBook Air powered by the M2 chip delivers extraordinary performance with 16GB unified memory and 1TB SSD. Ideal for students, developers, and creative professionals who demand speed."
e1b6272c-a3c7-4eed-af89-f7d32b0bf30c,Apple MacBook Air M2 16GB 1TB SSD Midnight,Electronics,Laptop,Apple,112000.0,30.0,228,0.0,0,"[""macOS"", ""Apple"", ""laptop"", ""ultrabook"", ""m2""]","{""Chip"": ""M2"", ""RAM"": ""16GB"", ""Storage"": ""1TB SSD"", ""Display"": ""Liquid Retina"", ""Battery"": ""18-22 hr"", ""Color"": ""Midnight""}","The Apple MacBook Air powered by the M2 chip delivers extraordinary performance with 16GB unified memory and 1TB SSD. Ideal for students, developers, and creative professionals who demand speed."
322a9378-d4ec-4e17-a45a-de882d2a4be2,Apple MacBook Air M2 32GB 1TB SSD Space Gray,Electronics,Laptop,Apple,132000.0,10.0,39,0.0,0,"[""macOS"", ""Apple"", ""laptop"", ""ultrabook"", ""m2""]","{""Chip"": ""M2"", ""RAM"": ""32GB"", ""Storage"": ""1TB SSD"", ""Display"": ""Liquid Retina"", ""Battery"": ""18-22 hr"", ""Color"": ""Space Gray""}","The Apple MacBook Air powered by the M2 chip delivers extraordinary performance with 32GB unified memory and 1TB SSD. Ideal for students, developers, and creative professionals who demand speed."
d0950e7e-76bc-4913-b8a5-c8d30adc7568,Apple MacBook Air M2 32GB 1TB SSD Silver,Electronics,Laptop,Apple,132000.0,25.0,72,0.0,0,"[""macOS"", ""Apple"", ""laptop"", ""ultrabook"", ""m2""]","{""Chip"": ""M2"", ""RAM"": ""32GB"", ""Storage"": ""1TB SSD"", ""Display"": ""Liquid Retina"", ""Battery"": ""18-22 hr"", ""Color"": ""Silver""}","The Apple MacBook Air powered by the M2 chip delivers extraordinary performance with 32GB unified memory and 1TB SSD. Ideal for students, developers, and creative professionals who demand speed."
35507c8d-3e8f-448c-aa02-e5f523ef3c8a,Apple MacBook Air M2 32GB 1TB SSD Midnight,Electronics,Laptop,Apple,132000.0,0.0,91,0.0,0,"[""macOS"", ""Apple"", ""laptop"", ""ultrabook"", ""m2""]","{""Chip"": ""M2"", ""RAM"": ""32GB"", ""Storage"": ""1TB SSD"", ""Display"": ""Liquid Retina"", ""Battery"": ""18-22 hr"", ""Color"": ""Midnight""}","The Apple MacBook Air powered by the M2 chip delivers extraordinary performance with 32GB unified memory and 1TB SSD. Ideal for students, developers, and creative professionals who demand speed."
ffcaff83-f21c-4c88-b17e-b21400dd197c,Apple MacBook Air M3 8GB 256GB SSD Space Gray,Electronics,Laptop,Apple,96000.0,10.0,8,0.0,0,"[""macOS"", ""Apple"", ""laptop"", ""ultrabook"", ""m3""]","{""Chip"": ""M3"", ""RAM"": ""8GB"", ""Storage"": ""256GB SSD"", ""Display"": ""Liquid Retina"", ""Battery"": ""18-22 hr"", ""Color"": ""Space Gray""}","The Apple MacBook Air powered by the M3 chip delivers extraordinary performance with 8GB unified memory and 256GB SSD. Ideal for students, developers, and creative professionals who demand speed."
ee94f001-8609-4609-86fc-a6f9d2c4545c,Apple MacBook Air M3 8GB 256GB SSD Silver,Electronics,Laptop,Apple,96000.0,5.0,264,0.0,0,"[""macOS"", ""Apple"", ""laptop"", ""ultrabook"", ""m3""]","{""Chip"": ""M3"", ""RAM"": ""8GB"", ""Storage"": ""256GB SSD"", ""Display"": ""Liquid Retina"", ""Battery"": ""18-22 hr"", ""Color"": ""Silver""}","The Apple MacBook Air powered by the M3 chip delivers extraordinary performance with 8GB unified memory and 256GB SSD. Ideal for students, developers, and creative professionals who demand speed."
5e0f01a3-3978-4565-af8a-f50fc011f5ae,Apple MacBook Air M3 8GB 256GB SSD Midnight,Electronics,Laptop,Apple,96000.0,25.0,27,0.0,0,"[""macOS"", ""Apple"", ""laptop"", ""ultrabook"", ""m3""]","{""Chip"": ""M3"", ""RAM"": ""8GB"", ""Storage"": ""256GB SSD"", ""Display"": ""Liquid Retina"", ""Battery"": ""18-22 hr"", ""Color"": ""Midnight""}","The Apple MacBook Air powered by the M3 chip delivers extraordinary performance with 8GB unified memory and 256GB SSD. Ideal for students, developers, and creative professionals who demand speed."
e49a4d5a-3504-432e-8323-7327652a2e80,Apple MacBook Air M3 8GB 512GB SSD Space Gray,Electronics,Laptop,Apple,107500.0,20.0,72,0.0,0,"[""macOS"", ""Apple"", ""laptop"", ""ultrabook"", ""m3""]","{""Chip"": ""M3"", ""RAM"": ""8GB"", ""Storage"": ""512GB SSD"", ""Display"": ""Liquid Retina"", ""Battery"": ""18-22 hr"", ""Color"": ""Space Gray""}","The Apple MacBook Air powered by the M3 chip delivers extraordinary performance with 8GB unified memory and 512GB SSD. Ideal for students, developers, and creative professionals who demand speed."
8e40c985-bfe0-482d-a116-fc948576e690,Apple MacBook Air M3 8GB 512GB SSD Silver,Electronics,Laptop,Apple,107500.0,15.0,279,0.0,0,"[""macOS"", ""Apple"", ""laptop"", ""ultrabook"", ""m3""]","{""Chip"": ""M3"", ""RAM"": ""8GB"", ""Storage"": ""512GB SSD"", ""Display"": ""Liquid Retina"", ""Battery"": ""18-22 hr"", ""Color"": ""Silver""}","The Apple MacBook Air powered by the M3 chip delivers extraordinary performance with 8GB unified memory and 512GB SSD. Ideal for students, developers, and creative professionals who demand speed."
90132d5c-2114-4e1b-8550-c3065fee62a0,Apple MacBook Air M3 8GB 512GB SSD Midnight,Electronics,Laptop,Apple,107500.0,10.0,88,0.0,0,"[""macOS"", ""Apple"", ""laptop"", ""ultrabook"", ""m3""]","{""Chip"": ""M3"", ""RAM"": ""8GB"", ""Storage"": ""512GB SSD"", ""Display"": ""Liquid Retina"", ""Battery"": ""18-22 hr"", ""Color"": ""Midnight""}","The Apple MacBook Air powered by the M3 chip delivers extraordinary performance with 8GB unified memory and 512GB SSD. Ideal for students, developers, and creative professionals who demand speed."
179e5664-cfd7-40d8-82db-4d6bf7d70c67,Apple MacBook Air M3 16GB 512GB SSD Space Gray,Electronics,Laptop,Apple,120000.0,15.0,73,0.0,0,"[""macOS"", ""Apple"", ""laptop"", ""ultrabook"", ""m3""]","{""Chip"": ""M3"", ""RAM"": ""16GB"", ""Storage"": ""512GB SSD"", ""Display"": ""Liquid Retina"", ""Battery"": ""18-22 hr"", ""Color"": ""Space Gray""}","The Apple MacBook Air powered by the M3 chip delivers extraordinary performance with 16GB unified memory and 512GB SSD. Ideal for students, developers, and creative professionals who demand speed."
7c56d6df-ae26-486f-aa95-1e8287ac1ab7,Apple MacBook Air M3 16GB 512GB SSD Silver,Electronics,Laptop,Apple,120000.0,10.0,194,0.0,0,"[""macOS"", ""Apple"", ""laptop"", ""ultrabook"", ""m3""]","{""Chip"": ""M3"", ""RAM"": ""16GB"", ""Storage"": ""512GB SSD"", ""Display"": ""Liquid Retina"", ""Battery"": ""18-22 hr"", ""Color"": ""Silver""}","The Apple MacBook Air powered by the M3 chip delivers extraordinary performance with 16GB unified memory and 512GB SSD. Ideal for students, developers, and creative professionals who demand speed."
28748213-9e14-4553-8a26-845ac0367c09,Apple MacBook Air M3 16GB 512GB SSD Midnight,Electronics,Laptop,Apple,120000.0,20.0,112,0.0,0,"[""macOS"", ""Apple"", ""laptop"", ""ultrabook"", ""m3""]","{""Chip"": ""M3"", ""RAM"": ""16GB"", ""Storage"": ""512GB SSD"", ""Display"": ""Liquid Retina"", ""Battery"": ""18-22 hr"", ""Color"": ""Midnight""}","The Apple MacBook Air powered by the M3 chip delivers extraordinary performance with 16GB unified memory and 512GB SSD. Ideal for students, developers, and creative professionals who demand speed."
23256506-7971-4625-b824-eb358af1d732,Apple MacBook Air M3 16GB 1TB SSD Space Gray,Electronics,Laptop,Apple,134400.0,5.0,31,0.0,0,"[""macOS"", ""Apple"", ""laptop"", ""ultrabook"", ""m3""]","{""Chip"": ""M3"", ""RAM"": ""16GB"", ""Storage"": ""1TB SSD"", ""Display"": ""Liquid Retina"", ""Battery"": ""18-22 hr"", ""Color"": ""Space Gray""}","The Apple MacBook Air powered by the M3 chip delivers extraordinary performance with 16GB unified memory and 1TB SSD. Ideal for students, developers, and creative professionals who demand speed."
493304bd-8f86-47ff-8ce7-0c004816ffd3,Apple MacBook Air M3 16GB 1TB SSD Silver,Electronics,Laptop,Apple,134400.0,15.0,92,0.0,0,"[""macOS"", ""Apple"", ""laptop"", ""ultrabook"", ""m3""]","{""Chip"": ""M3"", ""RAM"": ""16GB"", ""Storage"": ""1TB SSD"", ""Display"": ""Liquid Retina"", ""Battery"": ""18-22 hr"", ""Color"": ""Silver""}","The Apple MacBook Air powered by the M3 chip delivers extraordinary performance with 16GB unified memory and 1TB SSD. Ideal for students, developers, and creative professionals who demand speed."
692498b0-ce21-4ecd-b467-be2ce802e6a5,Apple MacBook Air M3 16GB 1TB SSD Midnight,Electronics,Laptop,Apple,134400.0,30.0,256,0.0,0,"[""macOS"", ""Apple"", ""laptop"", ""ultrabook"", ""m3""]","{""Chip"": ""M3"", ""RAM"": ""16GB"", ""Storage"": ""1TB SSD"", ""Display"": ""Liquid Retina"", ""Battery"": ""18-22 hr"", ""Color"": ""Midnight""}","The Apple MacBook Air powered by the M3 chip delivers extraordinary performance with 16GB unified memory and 1TB SSD. Ideal for students, developers, and creative professionals who demand speed."
797f296e-1ae4-43a6-a9b6-5bc1c18cf19a,Apple MacBook Air M3 32GB 1TB SSD Space Gray,Electronics,Laptop,Apple,158400.0,30.0,8,0.0,0,"[""macOS"", ""Apple"", ""laptop"", ""ultrabook"", ""m3""]","{""Chip"": ""M3"", ""RAM"": ""32GB"", ""Storage"": ""1TB SSD"", ""Display"": ""Liquid Retina"", ""Battery"": ""18-22 hr"", ""Color"": ""Space Gray""}","The Apple MacBook Air powered by the M3 chip delivers extraordinary performance with 32GB unified memory and 1TB SSD. Ideal for students, developers, and creative professionals who demand speed."
201e0232-f4ad-4e1b-be81-f6de9616ff21,Apple MacBook Air M3 32GB 1TB SSD Silver,Electronics,Laptop,Apple,158400.0,25.0,48,0.0,0,"[""macOS"", ""Apple"", ""laptop"", ""ultrabook"", ""m3""]","{""Chip"": ""M3"", ""RAM"": ""32GB"", ""Storage"": ""1TB SSD"", ""Display"": ""Liquid Retina"", ""Battery"": ""18-22 hr"", ""Color"": ""Silver""}","The Apple MacBook Air powered by the M3 chip delivers extraordinary performance with 32GB unified memory and 1TB SSD. Ideal for students, developers, and creative professionals who demand speed."
14c1c1c7-2fb0-4cb3-b8b3-9aab0419d6fd,Apple MacBook Air M3 32GB 1TB SSD Midnight,Electronics,Laptop,Apple,158400.0,25.0,99,0.0,0,"[""macOS"", ""Apple"", ""laptop"", ""ultrabook"", ""m3""]","{""Chip"": ""M3"", ""RAM"": ""32GB"", ""Storage"": ""1TB SSD"", ""Display"": ""Liquid Retina"", ""Battery"": ""18-22 hr"", ""Color"": ""Midnight""}","The Apple MacBook Air powered by the M3 chip delivers extraordinary performance with 32GB unified memory and 1TB SSD. Ideal for students, developers, and creative professionals who demand speed."
3d1e13d2-847e-4258-8f3b-fc5d7bcffc2c,Apple MacBook Pro 14-inch M3 8GB 256GB SSD Space Gray,Electronics,Laptop,Apple,150000.0,30.0,120,0.0,0,"[""macOS"", ""Apple"", ""laptop"", ""ultrabook"", ""m3""]","{""Chip"": ""M3"", ""RAM"": ""8GB"", ""Storage"": ""256GB SSD"", ""Display"": ""Liquid Retina"", ""Battery"": ""18-22 hr"", ""Color"": ""Space Gray""}","The Apple MacBook Pro 14-inch powered by the M3 chip delivers extraordinary performance with 8GB unified memory and 256GB SSD. Ideal for students, developers, and creative professionals who demand speed."
40244173-f986-40e2-8741-ebc36dcc112c,Apple MacBook Pro 14-inch M3 8GB 256GB SSD Silver,Electronics,Laptop,Apple,150000.0,20.0,105,0.0,0,"[""macOS"", ""Apple"", ""laptop"", ""ultrabook"", ""m3""]","{""Chip"": ""M3"", ""RAM"": ""8GB"", ""Storage"": ""256GB SSD"", ""Display"": ""Liquid Retina"", ""Battery"": ""18-22 hr"", ""Color"": ""Silver""}","The Apple MacBook Pro 14-inch powered by the M3 chip delivers extraordinary performance with 8GB unified memory and 256GB SSD. Ideal for students, developers, and creative professionals who demand speed."
53448ef7-6596-434a-818d-e7d9b66e7f4a,Apple MacBook Pro 14-inch M3 8GB 256GB SSD Midnight,Electronics,Laptop,Apple,150000.0,20.0,221,0.0,0,"[""macOS"", ""Apple"", ""laptop"", ""ultrabook"", ""m3""]","{""Chip"": ""M3"", ""RAM"": ""8GB"", ""Storage"": ""256GB SSD"", ""Display"": ""Liquid Retina"", ""Battery"": ""18-22 hr"", ""Color"": ""Midnight""}","The Apple MacBook Pro 14-inch powered by the M3 chip delivers extraordinary performance with 8GB unified memory and 256GB SSD. Ideal for students, developers, and creative professionals who demand speed."
